aardvark|anteater,placental
afford|spend,expend,drop,yield,give,supply,provide,render,furnish,open
affordable|cheap,inexpensive
afforest|forest,plant
affray|altercation,fracas,quarrel,wrangle,words,run-in,disturbance,fray,ruffle,fight,fighting,combat,scrap
affront|insult,discourtesy,offense,hurt,wound,injure,bruise,offend,spite
afghan|blanket,cover,coat,hound
aficionado|rooter,buff,devotee,lover
afield|abroad
afire|ablaze,aflame,alight,blazing,burning,flaming
aflame|ablaze,passionate,afire,alight,blazing,burning,flaming
afloat|adrift,aimless,rudderless,purposeless,floating,waterborne,aground,sunken,awash,full
aflutter|nervous,excited
afoot|moving,underway,current
aforesaid|said,same
aforethought|premeditated
afoul|foul,tangled
afraid|aghast,appalled,shocked,agoraphobic,alarmed,apprehensive,browbeaten,hangdog,intimidated,fearful,frightened,scared,hydrophobic,panicky,terrified,petrified,numb,xenophobic,cowardly,timid,unafraid,concerned,disinclined
afresh|anew
after|subsequently,later,afterwards,afterward
afterbirth|placenta
afterburner|device
aftereffect|consequence,effect,outcome,result,event,issue,upshot
afterglow|pleasantness
afterlife|hereafter,life,lifetime
aftermath|wake,backwash,consequence,effect,outcome,result,event,issue,upshot,resultant,termination
afternoon|daytime,daylight,greeting,salutation,farewell
aftershock|tremor
aftertaste|afterimage
afterthought|rethink,reversal,flip-flop,turnabout,turnaround,addition,add-on
afterward|subsequently,later,afterwards,after
afterwards|subsequently,later,afterward,after
agape|gaping,open,love
agar|medium,agar-agar
agar-agar|agar
agate|chalcedony
age-old|antique
aged|elderly,senior,worn,ripe,mature,cohort,young
ageism|favoritism
ageless|eternal,everlasting,perpetual,unending,unceasing,permanent,lasting
agelessness|immutability,fixity
agency|bureau,office,authority,business,concern,action,activity,activeness,state,means
agenda|docket,schedule,plan,program,list,listing
agent|cause,factor,broker,bourgeois,official,functionary
ageratum|flower
agglomerate|collective,pile,heap,mound,cumulus,collection,aggregation,accumulation,assemblage,bunch,bundle,cluster,clump
agglutinate|adhesive,attach,cling,cleave,adhere,stick,cohere
aggrandize|embroider,lard,embellish,dramatize,overstate,exaggerate,overdraw,magnify,amplify
aggravate|worsen,exacerbate,exasperate,change,alter,modify,better,anger
aggravated|intense,angry
aggravating|exasperating
aggravation|exasperation,annoyance,chafe,vexation,irritation,provocation,aggression,exacerbation
aggregate|mass,collective,multiple,congeries,summation,total,totality,whole,unit,come,amount,combine,mingle,unify,amalgamate
aggregation|collection,accumulation,assemblage,group,grouping
aggression|hostility,enmity,action,combat,behavior,conduct,doings
aggressive|assertive,bellicose,combative,competitive,militant,hard-hitting,hostile,in-your-face,obstreperous,predatory,rapacious,ravening,vulturous,pugnacious,rough,scrappy,truculent,offensive,invasive,belligerent
aggressively|sharply
aggressor|attacker,assailant,wrongdoer,offender,instigator,initiator
aggrieve|wrong,grieve,afflict
aghast|appalled,shocked,afraid
agile|nimble,quick,spry,active,intelligent
agilely|nimbly
agility|lightness,nimbleness,gracefulness
aging|senescent,senescence
agitate|foment,provoke,stimulate,rouse,charge,excite,disturb,upset,trouble,calm,crusade,fight,press,campaign,push,advertise,promote,stir,shift,budge,move,shake,displace
agitated|emotional,excited,demoniac,demoniacal,distraught,overwrought,shaken,feverish,hectic,frantic,frenetic,frenzied,hysterical,psychedelic,wild-eyed,impatient,tense,unquiet,unsteady,foamy,spumy,sudsy,turbulent,seething,moving
agitation|ferment,fermentation,unrest,turbulence,upheaval,feeling,calmness,excitement,turmoil,hullabaloo,disturbance,motion,movement,move,motility
agitator|troublemaker
agitprop|propaganda
agleam|bright
aglitter|glittering,glittery,bright
aglow|lambent,luminous,bright
agnostic|unbelief,disbelief,unbelieving,doubter,person,individual,someone,somebody,mortal,soul
agnosticism|skepticism,unbelief,disbelief
agog|excited
agonize|pain,anguish,hurt,suffer
agonized|painful
agonizing|excruciating,harrowing,torturous,painful
agony|torment,torture,suffering,hurt,pain
agoraphobia|phobia
agoraphobic|afraid
agrarian|agricultural,farming,rural
agree|hold,concur,concord,disagree,accept,consent,match,correspond,check,jibe,gibe,tally,equal,harmonize,consort,accord,agree,suit
agreeable|good-natured,disagreeable,accordant,conformable,consonant,concordant,consistent
agreeably|pleasantly,enjoyably,disagreeably,unpleasantly
agreed|united
agreement|statement,accord,harmony,concord,concordance,disagreement,arrangement,preparation,provision
agribusiness|agriculture,business
agricultural|cultivation,agrarian,farming,rural
agriculture|agribusiness,business,farming,husbandry,cultivation,class
agronomic|science
agronomist|expert
agronomy|science
aground|stranded,sunken,afloat
ague|illness,malady,sickness,symptom,acute,accent
ahead|leading,before,forward,backward,back,onward,onwards,forwards,beforehand
aide|adjutant,aide-de-camp,officer,auxiliary,assistant,helper,help,supporter
aide-de-camp|adjutant,aide,officer
aigrette|plume
aileron|airfoil,surface
ailing|indisposed,peaked,poorly,sickly,unwell,seedy,sick
ailment|complaint,disorder,upset
aimless|adrift,afloat,rudderless,purposeless,floating,vagabond,vagrant,unsettled
air-cooled|cool
airborne|mobile
airbrush|atomizer,spray,sprayer,paint
aircraft|craft
airdrop|delivery
airfare|fare
airfield|field,facility,installation
airflow|flow,flowing
airfoil|surface,device
airfreight|freight
airily|flippantly
airiness|roominess,spaciousness,buoyancy,lightness,delicacy,liveliness,life,spirit
airing|transmission,excursion,jaunt,outing,junket,expedition,sashay,ventilation,improvement
airless|close,stuffy
airlift|lift,transfer,conveyance
airline|hose,airway,line
airliner|airplane,plane
airlock|chamber
airmail|mail,post,send
airman|aviator,flier,flyer
airplane|plane
airport|airfield,field
airs|pose
airship|dirigible
airsick|carsick,seasick,sick
airspace|space,atmosphere
airstrip|strip,airfield,field
airtight|invulnerable,tight
airway|duct,path,route,itinerary,tract,airline,line
airy|ventilated,impractical,visionary,windy,utopian,light,aerial,ethereal,unreal
aisle|passage,gangway,passageway,area
ajar|open
akimbo|crooked
akin|kindred,related,similar,cognate
alabaster|gypsum,calcite,white,whiteness
alacrity|briskness,smartness,liveliness,life,spirit
alarm|dismay,fear,fearfulness,fright,device,alert,signal,sign,clock,appal,appall,horrify,frighten,scare,warn
alarmed|afraid
alarming|appalling,atrocious,frightful,horrifying,horrible,ugly,awful,dire,direful,dread,dreaded,dreadful,fearful,fearsome,frightening,horrendous,horrific,terrible,baleful,forbidding,menacing,minatory,ominous,sinister,threatening,hair-raising,nightmarish,chilling,scary,shivery,creepy,formidable,redoubtable,unnerving,ghastly,grim,grisly,gruesome,macabre,sick,hairy,stupefying,terrific,terrifying
alarmist|communicator
alas|unluckily,regrettably,luckily,fortunately
albacore|tuna,tunny
albatross|millstone,hindrance,deterrent,impediment,balk,check,handicap
albino|anomaly
album|medium,book,volume
albumen|albumin,white,ingredient,fixings
albumin|albumen
alchemist|intellectual,intellect
alchemy|chemistry
alcohol|intoxicant,beverage,drink,drinkable,potable,liquid
alcoholic|hard,strong,intoxicant,intoxicating,spirituous,nonalcoholic,addicted,dipsomaniac,boozer,lush,souse,drunkard,drunk,rummy,inebriate,wino
alcoholism|inebriation,drunkenness,dipsomania,mania,passion
alcove|recess,niche
alder|wood,tree
alehouse|saloon
alembic|retort
alert|open-eyed,vigilant,wakeful,watchful,wide-awake,lidless,sleepless,awake,lively,wary,intelligent,conscious,alive,aware,cognizant,readiness,preparedness,preparation,warning,alarm,signal,sign,warn
alertness|watchfulness,wakefulness,vigilance,attention,arousal
alewife|fish
alfalfa|medic,trefoil,fodder
alfresco|open-air,outdoor,out-of-door,outside,outdoors,indoors,inside
alga|algae
algae|alga
algorithm|rule,formula
algorithmic|heuristic
alias|name
alibi|defense,vindication,excuse,exculpation,explain
alien|foreign,extrinsic,exotic,strange,foreigner,traveler,traveller,citizen,stranger,unknown,intruder,interloper,trespasser,alienate,transfer,estrange,disaffect,change,alter,modify
alienable|assignable,conveyable,negotiable,transferable,inalienable
alienate|estrange,alien,disaffect,change,alter,modify,transfer,affect,impress,move,strike
alienated|disoriented,estranged,unloved
alienation|disaffection,estrangement,dislike,isolation,transfer,transference,action
alienist|psychiatrist,shrink
alight|ablaze,afire,aflame,blazing,burning,flaming,light,perch,land,descend,fall
align|adjust,reorient,skew,match,correspond,check,jibe,gibe,tally,agree,array,stand,ordinate,coordinate,correct
alignment|alliance,coalition,organization,nonalignment,placement,arrangement,conjunction,meeting,encounter,adjustment,registration,readjustment
alike|similar,like,unalike,likewise
aliment|nutriment,nourishment,nutrition,sustenance,victuals,food,nutrient,nourish,feed,give
alimentary|nourishing,nutrient,nutritious,nutritive,wholesome
alimony|maintenance
alive|live,viable,vital,animate,dead,lively,animated,spirited,sensitive,active,existent,existing,alert,awake,aware,cognizant
aliveness|animation,life,living,being,existence
aliyah|award,accolade,honor,laurels,immigration
alkali|base,compound,salt
alkaline|basic,acidic
alkalinity|acidity
alkalize|turn,acidify
all-around|all-round,well-rounded
all-fired|immoderate,bloody
all-night|nightlong,overnight,long
all-out|full-scale,complete
all-purpose|general
all-round|all-around,well-rounded
all-time|incomparable
allay|still,relieve,ease,comfort,soothe,console,solace,quench,slake,assuage,meet,satisfy,fill,fulfill,fulfil
allegation|accusation,claim
allege|aver,assert,asseverate,maintain
alleged|so-called,supposed,questionable
allegiance|commitment,loyalty,dedication,cooperation,fealty
allegoric|allegorical
allegorical|allegoric
allegory|fable,parable,story,emblem,symbol,style
allegretto|fast,tempo
allegro|fast,tempo,opus,composition,piece,passage
allele|gene,factor
allergen|substance,matter
allergenic|substance,matter
allergic|susceptible
allergist|doctor,physician
alleviate|relieve,palliate,assuage,better,improve,amend,ameliorate,meliorate,facilitate,ease,help,assist
alleviation|relief,comfort,easement,decrease,diminution,reduction,step-down
alley|alleyway,street,lane
alleyway|alley,street
alliance|coalition,fusion,bond,connection,alignment,organization,nonalignment,treaty,pact,accord
allied|related,alliance,coalition,alignment,confederate,united
allies|alliance,coalition,alignment
alligator|leather,gator,crack
alliterate|rhyme,rime
alliteration|rhyme,rime
allocate|apportion,assign,allot,portion
allocation|allotment,share,portion,part,percentage,assignation,distribution,assignment
allot|assign,portion,distribute,administer,deal,dispense,allot,accord,grant,give
allotment|allocation,share,portion,part,percentage,assignation,distribution
allover|complete
allow|permit,prevent,countenance,accept,consent,disallow,forbid,grant,give,deny,appropriate,earmark,reserve,assign,allot,portion,leave,provide,yield,afford,calculate,estimate,reckon,figure,forecast,admit,discount,tolerate,allow
allowable|deductible,permissible,tolerable,admissible
allowably|permissibly
allowance|share,portion,part,percentage,adjustment,recompense,leeway,margin,tolerance,discrepancy,disagreement,divergence,variance,license,permission,permit,allow,grant
alloy|metal,mixture,admixture,impurity,debase,devalue,blend,flux,conflate,commingle,fuse,coalesce,meld,combine,merge
allspice|shrub,bush,spice
allude|touch,advert,hint,suggest
allure|allurement,attraction,tempt,invite
allurement|temptation,enticement,allure,attraction,solicitation
alluring|beguiling,enticing,tempting,seductive
allusion|mention,reference
allusive|indirect
allusiveness|indirectness
alluvial|sediment,deposit
alluvium|sediment,deposit
ally|state,nation,country,land,commonwealth,friend,associate,consort,affiliate,assort
almanac|annual,yearly,yearbook
almighty|omnipotent,powerful
almond|drupe
almost|about,most,nearly,near,nigh,virtually,well-nigh
alms|contribution,donation
aloe|succulent
aloha|ciao
alone|lone,lonely,solitary,only,exclusive,unique,unequaled,unequalled,unparalleled,incomparable,entirely,exclusively,solely,solo
alongside|aboard
aloof|distant,upstage,reserved
aloofness|distance,indifference,remoteness
aloud|loudly,loud,softly
alpaca|wool,fabric,cloth,material,textile,llama
alpha|important,exploratory,letter,start
alphabet|script,rudiment,basics,bedrock
alphabetic|alphabetical,script
alphabetical|alphabetic,script
alphabetize|arrange,supply,provide,render,furnish
alphabetizer|literate
alpine|mountain,mount,range,chain,upland,highland
alright|satisfactory,fine,okay
also|besides,likewise
also-ran|loser,contestant,winner
altar|table,structure,construction
altarpiece|screen
alter|change,modify,vary,alter,interpolate,falsify,edit,redact,neuter,spay,castrate,sterilize
alterable|unalterable
alteration|change,modification,happening,occurrence,adjustment,revision,translation
altercation|affray,fracas,quarrel,wrangle,words,run-in
alternate|cyclic,cyclical,alternative,secondary,opposite,surrogate,replacement,stand-in,substitute,relief,reliever,backup,fill-in,jump,change,alter,vary,exchange,understudy,memorize,learn,interchange,tack,switch,flip,flip-flop,turn,reverse,move
alternation|succession,sequence
alternative|alternate,secondary,option,choice
alternator|generator
altitude|height,elevation,distance,length
alto|contralto,low-pitched,countertenor,high,high-pitched,singer,vocalist,pitch
altogether|nakedness,nudity,wholly,entirely,completely,totally,whole,partly
